DBN,Major N,Oth N,NoCrim N,Prop N,Vio N,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,Latitude,Longitude,SATmath,SATall
16K393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.692126,-73.931731,355.0,356.0
02M418,0.0,0.0,0.0,0.0,0.0,0.33,1.32,1.76,0.83,0.59,40.704487,-74.011556,553.0,538.0
02M418,0.0,0.0,0.0,0.0,0.0,0.31,1.12,1.82,0.79,0.51,40.704487,-74.011556,553.0,538.0
02M418,0.0,0.0,0.0,0.0,0.0,0.28,1.11,1.74,0.75,0.53,40.704487,-74.011556,553.0,538.0
16K594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.680463,-73.922264,372.0,364.3333333333333
14K586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.709941,-73.943641,377.0,367.6666666666667
14K454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.709941,-73.943641,386.0,396.3333333333333
14K449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.709941,-73.943641,584.0,580.0
23K493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.674103,-73.913273,409.0,395.0
14K071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.703624,-73.95314599999999,361.0,361.6666666666667
14K071,0.0,7.0,6.0,5.0,2.0,0.31,1.12,1.82,0.79,0.51,40.703624,-73.95314599999999,361.0,361.6666666666667
14K071,1.0,5.0,5.0,3.0,3.0,0.28,1.11,1.74,0.75,0.53,40.703624,-73.95314599999999,361.0,361.6666666666667
13K412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.692642,-73.958794,355.0,371.3333333333333
15K448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.68007,-74.001377,399.0,393.0
23K697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.665878,-73.911705,416.0,398.6666666666667
23K514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.665878,-73.911705,371.0,363.6666666666667
19K683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.670724,-73.874208,400.0,385.6666666666667
18K589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.658429999999996,-73.929076,360.0,360.0
18K635,0.0,1.0,0.0,1.0,0.0,0.43,1.03,1.23,0.99,0.41,40.645685,-73.8989,370.0,380.0
13K265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.696324,-73.97578,349.0,358.0
13K265,0.0,5.0,6.0,1.0,4.0,0.27,1.11,1.38,0.8,0.48,40.696324,-73.97578,349.0,358.0
13K265,0.0,5.0,3.0,2.0,3.0,0.27,0.9,1.67,0.63,0.44,40.696324,-73.97578,349.0,358.0
23K647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.656068,-73.90724499999999,346.0,342.6666666666667
23K643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.656068,-73.90724499999999,338.0,339.3333333333333
32K564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.695362,-73.915142,317.0,344.6666666666667
15K497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.685419,-73.993351,415.0,404.0
15K429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.685419,-73.993351,367.0,370.3333333333333
21K344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.582533000000005,-73.97313199999999,427.0,412.3333333333333
13K483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.694682,-73.988853,417.0,402.0
21K559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.594291,-73.98577,375.0,374.6666666666667
21K337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.594291,-73.98577,386.0,342.0
21K348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.594291,-73.98577,398.0,388.0
21K572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.594291,-73.98577,370.0,359.6666666666667
22K405,3.0,11.0,2.0,12.0,2.0,2.13,9.06,14.5,6.06,3.56,40.633237,-73.952929,519.0,491.0
22K405,0.0,5.0,5.0,2.0,3.0,1.57,7.21,14.07,5.14,2.57,40.633237,-73.952929,519.0,491.0
22K405,3.0,6.0,7.0,4.0,3.0,1.13,8.47,15.33,3.8,3.07,40.633237,-73.952929,519.0,491.0
21K410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.581681,-73.967308,437.0,408.6666666666667
18K569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.648657,-73.92217099999999,378.0,364.0
18K563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.648657,-73.92217099999999,320.0,321.0
18K629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.648657,-73.92217099999999,395.0,389.6666666666667
19K583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.691146,-73.868328,322.0,295.6666666666667
19K659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.691146,-73.868328,385.0,376.3333333333333
19K639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.691146,-73.868328,385.0,369.3333333333333
19K618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.691146,-73.868328,371.0,365.3333333333333
22K425,2.0,8.0,26.0,1.0,5.0,2.13,9.06,14.5,6.06,3.56,40.609912,-73.948512,475.0,450.0
22K425,4.0,14.0,28.0,10.0,7.0,1.57,7.21,14.07,5.14,2.57,40.609912,-73.948512,475.0,450.0
22K425,1.0,17.0,15.0,4.0,10.0,1.13,8.47,15.33,3.8,3.07,40.609912,-73.948512,475.0,450.0
13K430,2.0,6.0,8.0,3.0,0.0,1.8,7.8,7.6,6.2,2.2,40.688834,-73.976905,659.0,611.0
13K430,2.0,6.0,9.0,5.0,1.0,2.6,10.4,14.8,9.2,2.4,40.688834,-73.976905,659.0,611.0
13K430,0.0,4.0,6.0,0.0,2.0,0.33,6.67,7.0,3.33,2.0,40.688834,-73.976905,659.0,611.0
19K510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.667456,-73.894747,365.0,368.6666666666667
19K507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.667456,-73.894747,386.0,383.0
19K504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.667456,-73.894747,349.0,351.3333333333333
19K502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.667456,-73.894747,349.0,341.0
17K528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.670349,-73.96169499999999,385.0,392.0
17K524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.670349,-73.96169499999999,335.0,304.3333333333333
17K548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.670349,-73.96169499999999,393.0,383.6666666666667
17K547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.670349,-73.96169499999999,382.0,381.0
20K445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.613262,-74.003404,471.0,424.0
20K445,1.0,5.0,14.0,4.0,2.0,1.57,7.21,14.07,5.14,2.57,40.613262,-74.003404,471.0,424.0
20K445,0.0,5.0,21.0,0.0,2.0,1.13,8.47,15.33,3.8,3.07,40.613262,-74.003404,471.0,424.0
14K478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.712184,-73.939722,421.0,405.0
14K477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.712184,-73.939722,396.0,401.3333333333333
14K474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.712184,-73.939722,379.0,371.3333333333333
16K455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.67944,-73.932407,370.0,365.6666666666667
13K553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.685004,-73.947152,383.0,399.0
13K575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.685004,-73.947152,391.0,394.3333333333333
15K462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.669629,-73.979287,411.0,401.0
15K463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.669629,-73.979287,391.0,389.6666666666667
15K464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.669629,-73.979287,416.0,391.6666666666667
17K543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.649786999999996,-73.95855,462.0,453.3333333333333
17K537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.649786999999996,-73.95855,349.0,342.3333333333333
17K539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.649786999999996,-73.95855,375.0,368.3333333333333
32K549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.69697,-73.910791,353.0,345.0
17K408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.649786999999996,-73.95855,342.0,348.3333333333333
17K382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.649786999999996,-73.95855,374.0,379.6666666666667
17K531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.658893,-73.942458,381.0,362.6666666666667
17K533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.658893,-73.942458,404.0,384.3333333333333
17K544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.658893,-73.942458,391.0,382.0
17K546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.658893,-73.942458,441.0,424.3333333333333
32K552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.69697,-73.910791,364.0,353.3333333333333
32K403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.69697,-73.910791,366.0,366.0
20K485,0.0,3.0,2.0,2.0,0.0,0.86,3.26,5.55,2.17,1.29,40.637282,-74.023849,474.0,441.0
20K485,0.0,3.0,7.0,2.0,0.0,0.89,3.22,5.07,2.18,1.64,40.637282,-74.023849,474.0,441.0
20K485,0.0,2.0,3.0,1.0,1.0,0.64,3.02,5.77,1.72,1.54,40.637282,-74.023849,474.0,441.0
20K490,1.0,10.0,7.0,9.0,1.0,1.8,7.8,7.6,6.2,2.2,40.627835,-74.04004599999999,478.0,435.3333333333333
20K490,3.0,6.0,12.0,6.0,3.0,2.6,10.4,14.8,9.2,2.4,40.627835,-74.04004599999999,478.0,435.3333333333333
20K490,1.0,9.0,10.0,6.0,3.0,0.33,6.67,7.0,3.33,2.0,40.627835,-74.04004599999999,478.0,435.3333333333333
22K495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.594124,-73.937696,392.0,381.6666666666667
18K642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.641474,-73.89825400000001,385.0,378.3333333333333
18K633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.641474,-73.89825400000001,380.0,386.3333333333333
18K617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.641474,-73.89825400000001,393.0,394.3333333333333
20K658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.620446,-73.98179499999999,477.0,377.0
20K505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.620446,-73.98179499999999,486.0,414.6666666666667
18K576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.633285,-73.916735,377.0,381.0
18K567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.633285,-73.916735,358.0,372.6666666666667
18K566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.633285,-73.916735,377.0,381.6666666666667
18K578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.633285,-73.916735,362.0,365.6666666666667
18K637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.633285,-73.916735,381.0,370.3333333333333
21K525,2.0,8.0,6.0,8.0,2.0,1.8,7.8,7.6,6.2,2.2,40.620525,-73.959285,496.0,477.0
21K525,4.0,9.0,16.0,11.0,1.0,2.6,10.4,14.8,9.2,2.4,40.620525,-73.959285,496.0,477.0
21K525,1.0,8.0,8.0,4.0,2.0,1.13,8.47,15.33,3.8,3.07,40.620525,-73.959285,496.0,477.0
22K535,0.0,0.0,0.0,0.0,0.0,0.56,2.4,3.56,1.36,1.05,40.580894,-73.935952,561.0,542.3333333333334
22K535,0.0,0.0,0.0,0.0,0.0,0.48,2.19,3.69,1.29,1.0,40.580894,-73.935952,561.0,542.3333333333334
22K535,0.0,0.0,0.0,0.0,0.0,0.57,2.12,3.64,1.39,1.05,40.580894,-73.935952,561.0,542.3333333333334
21K540,3.0,8.0,10.0,3.0,8.0,0.81,5.43,8.48,3.24,2.33,40.589268,-73.981738,468.0,420.6666666666667
21K540,1.0,8.0,5.0,5.0,4.0,1.96,7.74,16.07,5.48,3.44,40.589268,-73.981738,468.0,420.6666666666667
21K540,0.0,12.0,13.0,4.0,7.0,1.69,7.16,17.44,3.63,3.94,40.589268,-73.981738,468.0,420.6666666666667
32K554,0.0,0.0,1.0,0.0,0.0,0.35,1.06,1.09,0.73,0.5,40.69737,-73.91317099999999,465.0,438.3333333333333
32K554,0.0,0.0,0.0,0.0,0.0,0.27,1.11,1.38,0.8,0.48,40.69737,-73.91317099999999,465.0,438.3333333333333
32K554,0.0,0.0,1.0,0.0,0.0,0.27,0.9,1.67,0.63,0.44,40.69737,-73.91317099999999,465.0,438.3333333333333
13K605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.694926,-73.98601500000001,391.0,396.3333333333333
13K674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.694926,-73.98601500000001,499.0,451.0
17K590,2.0,4.0,2.0,5.0,1.0,0.56,2.4,3.56,1.36,1.05,40.667195,-73.951167,481.0,478.6666666666667
17K590,1.0,3.0,1.0,3.0,0.0,0.89,3.22,5.07,2.18,1.64,40.667195,-73.951167,481.0,478.6666666666667
17K590,0.0,2.0,2.0,2.0,0.0,0.57,2.12,3.64,1.39,1.05,40.667195,-73.951167,481.0,478.6666666666667
17K600,0.0,7.0,14.0,3.0,4.0,0.81,3.95,6.51,2.3,1.78,40.669567,-73.961962,413.0,417.0
17K600,5.0,11.0,19.0,5.0,11.0,0.89,3.22,5.07,2.18,1.64,40.669567,-73.961962,413.0,417.0
17K600,4.0,8.0,13.0,1.0,10.0,0.64,3.02,5.77,1.72,1.54,40.669567,-73.961962,413.0,417.0
14K632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.721981,-73.953281,372.0,374.0
14K610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.721981,-73.953281,376.0,364.3333333333333
19K615,0.0,2.0,16.0,0.0,1.0,0.56,2.4,3.56,1.36,1.05,40.678276000000004,-73.87595999999999,418.0,397.6666666666667
19K615,0.0,10.0,6.0,6.0,4.0,0.48,2.19,3.69,1.29,1.0,40.678276000000004,-73.87595999999999,418.0,397.6666666666667
19K615,3.0,8.0,9.0,2.0,8.0,0.57,2.12,3.64,1.39,1.05,40.678276000000004,-73.87595999999999,418.0,397.6666666666667
21K620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.582584999999995,-73.963477,414.0,394.6666666666667
21K620,5.0,6.0,13.0,7.0,3.0,0.31,1.12,1.82,0.79,0.51,40.582584999999995,-73.963477,414.0,394.6666666666667
21K620,3.0,1.0,10.0,1.0,3.0,0.28,1.11,1.74,0.75,0.53,40.582584999999995,-73.963477,414.0,394.6666666666667
17K625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.675612,-73.938843,363.0,361.0
14K561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.715073,-73.95475400000001,410.0,395.6666666666667
14K558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.715073,-73.95475400000001,385.0,370.6666666666667
14K488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.715073,-73.95475400000001,373.0,363.3333333333333
15K656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.683559,-73.98026999999999,421.0,419.3333333333333
19K660,0.0,8.0,12.0,0.0,6.0,0.35,1.06,1.09,0.73,0.5,40.674135,-73.89643000000001,369.0,367.3333333333333
19K660,1.0,0.0,2.0,0.0,1.0,0.31,1.12,1.82,0.79,0.51,40.674135,-73.89643000000001,369.0,367.3333333333333
19K660,2.0,1.0,8.0,1.0,1.0,0.27,0.9,1.67,0.63,0.44,40.674135,-73.89643000000001,369.0,367.3333333333333
21K690,0.0,3.0,4.0,1.0,1.0,0.52,1.71,2.49,1.16,0.75,40.604879,-73.994404,449.0,437.6666666666667
21K690,0.0,0.0,1.0,0.0,0.0,0.46,1.65,2.77,1.17,0.75,40.604879,-73.994404,449.0,437.6666666666667
21K690,0.0,2.0,3.0,0.0,1.0,0.38,1.71,2.38,0.98,0.82,40.604879,-73.994404,449.0,437.6666666666667
21K728,0.0,2.0,3.0,2.0,0.0,0.43,1.03,1.23,0.99,0.41,40.577208,-73.98595300000001,369.0,384.3333333333333
21K728,0.0,0.0,7.0,0.0,0.0,0.36,0.76,1.17,0.64,0.37,40.577208,-73.98595300000001,369.0,384.3333333333333
21K728,2.0,1.0,3.0,2.0,0.0,0.24,0.71,1.71,0.51,0.32,40.577208,-73.98595300000001,369.0,384.3333333333333
14K685,0.0,1.0,0.0,1.0,0.0,0.43,1.03,1.23,0.99,0.41,40.705898,-73.955611,335.0,345.0
14K685,2.0,2.0,2.0,4.0,0.0,0.36,0.76,1.17,0.64,0.37,40.705898,-73.955611,335.0,345.0
14K685,0.0,1.0,1.0,1.0,0.0,0.24,0.71,1.71,0.51,0.32,40.705898,-73.955611,335.0,345.0
15K519,3.0,3.0,4.0,1.0,5.0,0.33,1.32,1.76,0.83,0.59,40.684523999999996,-73.990993,402.0,395.0
15K519,0.0,2.0,5.0,0.0,2.0,0.31,1.12,1.82,0.79,0.51,40.684523999999996,-73.990993,402.0,395.0
15K519,0.0,4.0,16.0,0.0,4.0,0.28,1.11,1.74,0.75,0.53,40.684523999999996,-73.990993,402.0,395.0
13K350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.697339,-73.985016,364.0,360.0
13K419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.697339,-73.985016,417.0,403.6666666666667
13K439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.697339,-73.985016,364.0,327.0
15K530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.686499,-73.979649,365.0,367.0
19K409,0.0,0.0,1.0,0.0,0.0,0.35,1.06,1.09,0.73,0.5,40.661072,-73.886942,432.0,414.0
19K409,0.0,0.0,2.0,0.0,0.0,0.27,1.11,1.38,0.8,0.48,40.661072,-73.886942,432.0,414.0
19K409,0.0,0.0,1.0,0.0,0.0,0.27,0.9,1.67,0.63,0.44,40.661072,-73.886942,432.0,414.0
17K489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.6701,-73.954972,364.0,364.0
17K489,1.0,1.0,1.0,2.0,0.0,0.36,0.76,1.17,0.64,0.37,40.6701,-73.954972,364.0,364.0
17K489,0.0,2.0,4.0,0.0,1.0,0.24,0.71,1.71,0.51,0.32,40.6701,-73.954972,364.0,364.0
15K698,0.0,0.0,1.0,0.0,0.0,0.43,1.03,1.23,0.99,0.41,40.677969,-74.014363,416.0,423.6666666666667
15K698,0.0,1.0,0.0,1.0,0.0,0.36,0.76,1.17,0.64,0.37,40.677969,-74.014363,416.0,423.6666666666667
15K698,0.0,2.0,1.0,1.0,1.0,0.24,0.71,1.71,0.51,0.32,40.677969,-74.014363,416.0,423.6666666666667
18K673,2.0,2.0,1.0,4.0,0.0,0.43,1.03,1.23,0.99,0.41,40.65911,-73.92036800000001,403.0,397.0
18K673,0.0,1.0,3.0,0.0,1.0,0.36,0.76,1.17,0.64,0.37,40.65911,-73.92036800000001,403.0,397.0
18K673,0.0,0.0,5.0,0.0,0.0,0.24,0.71,1.71,0.51,0.32,40.65911,-73.92036800000001,403.0,397.0
